rotation	id	translation	layers	rA	rB	vertices	edges	cross_edges	status	seconds
w[15]	w_15_3fcbf8866a69	((Fraction(-7, 8), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(5, 16), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 48), Fraction(0, 1), Fraction(-1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1)))	3	1.8	1.8	3397	21681	75	SAT	2.345
w[15]	w_15_d85856fbe7fa	((Fraction(-1, 16), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-3, 16), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24839	75	SAT	2.968
w[15]	w_15_d85856fbe7fa	((Fraction(-1, 16), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-3, 16), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.8	1.8	3397	21679	75	SAT	2.413
w[15]	w_15_919d1e3ccbf0	((Fraction(29, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(3, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24840	75	SAT	2.674
w[15]	w_15_919d1e3ccbf0	((Fraction(29, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(3, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.8	1.8	3397	21682	75	SAT	2.519
w[15]	w_15_4cbdc01e2cd5	((Fraction(-41, 32), Fraction(0, 1), Fraction(3, 32), Fraction(0, 1), Fraction(0, 1), Fraction(3, 32), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(9, 32), Fraction(0, 1), Fraction(1, 32), Fraction(-9, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3734	24839	14	SAT	3.132
w[15]	w_15_4cbdc01e2cd5	((Fraction(-41, 32), Fraction(0, 1), Fraction(3, 32), Fraction(0, 1), Fraction(0, 1), Fraction(3, 32), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(9, 32), Fraction(0, 1), Fraction(1, 32), Fraction(-9, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.8	1.8	3398	21682	14	SAT	2.033
w[15]	w_15_bdc867c9f7a4	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24828	0	SAT	2.517
w[15]	w_15_bdc867c9f7a4	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.8	1.8	3397	21672	0	SAT	2.098
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.7	1.7	3157	19460	88	UNSAT	95.1
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.6	1.6	2881	17261	88	UNSAT	124.0
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.55	1.55	2713	15725	88	UNSAT	217.2
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.52	1.52	2641	14993	88	UNSAT	216.1
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.51	1.51	2617	14825	88	UNSAT	272.4
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.5	1.5	2593	14633	88	UNSAT	238.3
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.49	1.49	2569	14441	88	UNSAT	268.1
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.46	2569	14441	88	UNSAT	268.7
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.45	2539	14134	88	SAT	4.2
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.45	1.46	2539	14134	88	SAT	14.2
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.44	2491	13821	88	SAT	34.0
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.44	1.46	2491	13821	88	SAT	4.4
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.47	1.45	2539	14134	88	SAT	4.8
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.45	1.47	2539	14134	88	SAT	15.6
w[15]	T0	zero	4	2.4	2.4	14761	133962	0	timeout	300.0
w[15]	T0	zero	4	2.2	2.2	12997	114258	0	UNSAT	116.2
w[15]	T0	zero	4	2.0	2.0	10861	91566	0	UNSAT	133.7
w[15]	w_15_4a07521f0580	((Fraction(3, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(-1, 96), Fraction(3, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.5	1.5	2593	14622	84	SAT	0.192
w[15]	w_15_0b6f726b0765	((Fraction(-17, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 48)), (Fraction(0, 1), Fraction(1, 2), Fraction(0, 1), Fraction(1, 48), Fraction(-7, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.5	1.5	2593	14628	86	SAT	0.771
w[15]	w_15_3c69d05ddf92	((Fraction(21, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-13, 32), Fraction(0, 1), Fraction(3, 32), Fraction(7, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.5	1.5	2593	14626	80	SAT	1.096
w[15]	w_15_43ec9f2f6e2b	((Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(11, 32), Fraction(0, 1), Fraction(1, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.5	1.5	2593	14628	79	SAT	21.233
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.5	1.5	2593	14634	86	UNSAT	77.372
w[15]	w_15_7809296f6a89	((Fraction(-13, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-3, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.5	1.5	2593	14629	82	UNSAT	89.435
w[15]	w_15_f8118fb32899	((Fraction(-83, 96), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(13, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(-7, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.5	1.5	2593	14633	86	timeout	300.004
w[15]	w_15_c3858be72c37	((Fraction(3, 16), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(-11, 48), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-3, 8), Fraction(0, 1), Fraction(1, 16), Fraction(1, 4), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1)))	3	1.5	1.5	2593	14621	76	SAT	0.113
w[15]	w_15_b015d8413ec3	((Fraction(29, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 32)), (Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 32), Fraction(-29, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.5	1.5	2593	14619	75	SAT	0.189
w[15]	w_15_c66b967584af	((Fraction(1, 16), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(7, 48), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(5, 24), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1)))	3	1.5	1.5	2593	14625	77	SAT	0.634
w[15]	w_15_9fa898074a32	((Fraction(7, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-23, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-3, 32), Fraction(0, 1), Fraction(1, 32), Fraction(7, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.5	1.5	2593	14621	75	SAT	0.848
w[15]	w_15_8bbc062534f0	((Fraction(-19, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(1, 32)), (Fraction(0, 1), Fraction(21, 32), Fraction(0, 1), Fraction(1, 32), Fraction(-29, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.5	1.5	2593	14623	75	SAT	1.165
w[15]	w_15_46613355eb6b	((Fraction(-9, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(-1, 48)), (Fraction(0, 1), Fraction(-7, 12), Fraction(0, 1), Fraction(-1, 48), Fraction(11, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.5	1.5	2593	14625	78	SAT	19.853
w[15]	w_15_5fd129b0898d	((Fraction(5, 12), Fraction(0, 1), Fraction(-1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.5	1.5	2593	14631	75	UNSAT	249.499
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.46	2569	14442	86	UNSAT	77.316
w[15]	w_15_7809296f6a89	((Fraction(-13, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-3, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.46	2569	14437	82	UNSAT	78.016
w[15]	w_15_5fd129b0898d	((Fraction(5, 12), Fraction(0, 1), Fraction(-1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.46	2569	14439	75	UNSAT	218.220
w[15]	w_15_f8118fb32899	((Fraction(-83, 96), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(13, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(-7, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.46	2569	14441	86	timeout	300.003
w[15]	w_15_5fd129b0898d	((Fraction(5, 12), Fraction(0, 1), Fraction(-1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.45	2539	14133	75	SAT	1.156
w[15]	w_15_7809296f6a89	((Fraction(-13, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-3, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.45	1.46	2539	14130	82	SAT	2.452
w[15]	w_15_7809296f6a89	((Fraction(-13, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-3, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.45	2539	14130	82	SAT	4.769
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.45	1.46	2539	14135	86	SAT	3.094
w[15]	w_15_5fd129b0898d	((Fraction(5, 12), Fraction(0, 1), Fraction(-1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.45	1.46	2539	14132	75	SAT	9.380
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.45	2539	14134	86	UNSAT	130.533
w[15]	w_15_4a07521f0580	((Fraction(3, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(-1, 96), Fraction(3, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.4440033879764007	2539	14123	84	SAT	0.415
w[15]	w_15_5fd129b0898d	((Fraction(5, 12), Fraction(0, 1), Fraction(-1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4440033879764007	2539	14133	75	SAT	1.152
w[15]	w_15_0b6f726b0765	((Fraction(-17, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 48)), (Fraction(0, 1), Fraction(1, 2), Fraction(0, 1), Fraction(1, 48), Fraction(-7, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4440033879764007	2539	14129	86	SAT	2.463
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.46	1.4440033879764007	2539	14134	88	SAT	3.022
w[15]	w_15_7809296f6a89	((Fraction(-13, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-3, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.4440033879764007	2539	14130	82	SAT	4.840
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4440033879764007	2539	14134	86	UNSAT	128.966
w[15]	w_15_f8118fb32899	((Fraction(-83, 96), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(13, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(-7, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.46	1.4440033879764007	2539	14134	86	timeout	300.003
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.4440033879764007	1.46	2539	14135	86	SAT	3.161
w[15]	w_15_367062f19089	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24834	91	SAT	2.193
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.4242127397837872	1.46	2491	13822	86	SAT	8.965
w[15]	w_15_b471e999ccbe	((Fraction(-9, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(-1, 48)), (Fraction(0, 1), Fraction(-5, 12), Fraction(0, 1), Fraction(-1, 48), Fraction(1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24852	87	UNSAT	65.099
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4529663145135578	2551	14230	86	UNSAT	119.914
w[15]	w_15_09952148bcbf	((Fraction(-9, 32), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(43, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(-5, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24852	87	UNSAT	78.635
w[15]	w_15_c0d3f95a334e	((Fraction(-3, 4), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24834	87	SAT	2.768
w[15]	w_15_be57d9da80e6	((Fraction(-83, 96), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(-1, 96)), (Fraction(0, 1), Fraction(-13, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(7, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24851	86	UNSAT	90.160
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13821	86	UNSAT	254.595
w[15]	w_15_a313fe6bff06	((Fraction(-13, 48), Fraction(0, 1), Fraction(3, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-7, 16), Fraction(0, 1), Fraction(-1, 16), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24850	86	UNSAT	108.192
