g6	n	Delta	delta	maxm	minm	alo	ahi	nok	interval	L
GQjRd[	8	5	3	4.333333333333333	3.6666666666666665	0.265	0.79	106	1	8.706292490963914
GQjRa{	8	5	3	4.25	3.3333333333333335	0.225	1.0	156	1	8.80062108964828
GQjRfw	8	6	3	4.666666666666667	3.8333333333333335	0.095	0.895	161	1	9.868926229162401
GQjRfk	8	6	2	4.5	4.0	0.065	0.985	185	1	9.926129535388927
GQjRf[	8	6	3	4.666666666666667	3.8333333333333335	0.14	0.8200000000000001	137	1	9.77784323323791
GQjRe{	8	6	3	4.5	3.6666666666666665	0.095	1.0	182	1	9.868926229162401
GQjRf{	8	7	3	5.0	3.857142857142857	0.0	0.9400000000000001	189	1	11.058946745015794
GQjVfg	8	5	2	4.5	3.8	0.305	0.625	65	1	9.348469228349535
GQjVfW	8	5	3	4.666666666666667	4.0	0.305	0.93	126	1	9.348469228349535
GQjVbw	8	5	3	4.333333333333333	3.75	0.225	0.875	131	1	8.80062108964828
GQjVfc	8	5	2	4.5	3.8	0.28	0.6900000000000001	83	1	9.651500150000295
GQjVes	8	5	3	4.333333333333333	3.8	0.29	0.9500000000000001	133	1	9.508725083591248
GQjVek	8	5	2	4.5	3.8	0.28500000000000003	0.705	85	1	9.582108683804478
GQjVb[	8	5	3	4.333333333333333	4.0	0.305	1.0	140	1	9.348469228349535
GQjVfw	8	6	3	5.0	4.0	0.265	0.835	115	1	10.213611546338575
GQjVfs	8	6	3	5.0	4.166666666666667	0.24	0.8200000000000001	117	1	10.440802585594179
GQjVfk	8	6	2	4.75	4.2	0.23500000000000001	0.735	101	1	10.501097383068725
GQjVf[	8	6	3	5.0	4.166666666666667	0.25	0.78	107	1	10.364739780491126
GQjVe{	8	6	3	4.75	4.166666666666667	0.25	0.85	121	1	10.364739780491126
GQjVb{	8	6	3	4.75	4.0	0.255	0.975	145	1	10.298020417975776
GQjVf{	8	7	3	5.333333333333333	4.142857142857143	0.17500000000000002	0.79	124	1	11.454109777937356
GQjVRg	8	4	3	4.0	3.75	0.355	0.835	97	1	7.819507424745385
GQjVRW	8	4	2	4.0	3.5	0.0	0.72	145	1	8.0
GQjVVo	8	5	3	4.5	3.75	0.305	1.0	140	1	9.348469228349535
GQjVVg	8	5	3	4.333333333333333	4.0	0.305	1.0	140	1	9.348469228349535
GQjVVW	8	5	2	4.5	3.75	0.29	0.905	124	1	9.508725083591248
GQjVRw	8	5	3	4.333333333333333	3.8	0.225	0.875	131	1	8.80062108964828
GQjVVc	8	5	3	4.666666666666667	4.0	0.29	0.86	115	1	9.508725083591248
GQjVVS	8	5	2	4.75	3.5	0.28	1.0	145	1	9.651500150000295
GQjVTs	8	5	3	4.75	3.6666666666666665	0.29	1.0	143	1	9.508725083591248
GQjVVK	8	5	2	4.666666666666667	4.0	0.28500000000000003	0.895	123	1	9.582108683804478
GQjVUk	8	5	3	4.333333333333333	4.0	0.295	0.91	124	1	9.430983258971988
GQjVVw	8	6	3	4.75	4.0	0.255	0.975	145	1	10.298020417975776
GQjVVs	8	6	3	5.0	4.0	0.24	0.97	147	1	10.440802585594179
GQjVVk	8	6	3	4.75	4.166666666666667	0.25	0.85	121	1	10.364739780491126
GQjVV[	8	6	2	5.0	4.0	0.23500000000000001	1.0	154	1	10.501097383068725
GQjVV{	8	7	3	5.25	4.142857142857143	0.17500000000000002	0.845	135	1	11.454109777937356
GQjRv_	8	4	3	4.0	3.5	0.34	0.92	117	1	7.913352850581798
GQjRro	8	4	3	4.0	3.6666666666666665	0.34	1.0	133	1	7.913352850581798
GQjRvG	8	4	3	4.0	3.5	0.34	0.92	117	1	7.913352850581798
GQjRug	8	4	3	4.0	3.5	0.0	1.0	201	1	8.0
GQjRvo	8	5	3	4.25	4.0	0.20500000000000002	1.0	160	1	8.871107713616576
GQjRvg	8	5	3	4.25	3.75	0.20500000000000002	1.0	160	1	8.871107713616576
GQjRvc	8	5	3	4.333333333333333	3.75	0.295	1.0	142	1	9.430983258971988
GQjRvS	8	5	3	4.5	3.6666666666666665	0.295	1.0	142	1	9.430983258971988
GQjRrs	8	5	3	4.25	3.6666666666666665	0.29	1.0	143	1	9.508725083591248
GQjRvK	8	5	3	4.333333333333333	3.8	0.305	1.0	140	1	9.348469228349535
GQjRuk	8	5	3	4.5	3.75	0.305	1.0	140	1	9.348469228349535
GQjRvw	8	6	4	4.5	4.0	0.065	1.0	188	1	9.926129535388927
GQjRvs	8	6	3	4.75	4.0	0.25	1.0	151	1	10.364739780491126
GQjRvk	8	6	3	4.75	4.166666666666667	0.26	1.0	149	1	10.284291283610997
GQjRv{	8	7	4	5.0	4.142857142857143	0.19	1.0	163	1	11.378044168071542
GQjVNo	8	5	3	4.666666666666667	3.8	0.31	0.875	114	1	9.260712686640941
GQjVNg	8	5	2	4.666666666666667	4.0	0.29	0.61	65	1	9.508725083591248
GQjVNc	8	5	2	4.5	4.0	0.28500000000000003	0.62	68	1	9.582108683804478
GQjVMs	8	5	3	4.333333333333333	4.0	0.295	0.91	124	1	9.430983258971988
GQjVNK	8	5	2	4.6	4.2	0.27	0.615	70	1	9.779571911772187
GQjVNw	8	6	3	5.0	4.0	0.255	0.885	127	1	10.298020417975776
GQjVNs	8	6	3	5.0	4.0	0.245	0.93	138	1	10.377711293165211
GQjVNk	8	6	2	5.0	4.333333333333333	0.225	0.7000000000000001	96	1	10.570020739441215
GQjVM{	8	6	3	5.0	4.166666666666667	0.24	0.8200000000000001	117	1	10.440802585594179
GQjVN{	8	7	3	5.333333333333333	4.142857142857143	0.165	0.8200000000000001	132	1	11.526279441628825
GQjUno	8	5	3	4.333333333333333	3.8	0.32	1.0	137	1	9.167176644441769
GQjUmk	8	5	2	4.75	3.5	0.27	0.78	103	1	9.779571911772187
GQjUl[	8	5	3	4.333333333333333	4.2	0.29	0.9500000000000001	133	1	9.508725083591248
GQjUj[	8	5	3	4.666666666666667	4.0	0.29	0.86	115	1	9.508725083591248
GQjUnw	8	6	3	4.75	4.0	0.245	1.0	152	1	10.377711293165211
GQjUnk	8	6	2	5.0	4.0	0.225	0.775	111	1	10.570020739441215
GQjUn[	8	6	3	4.75	4.166666666666667	0.24	0.89	131	1	10.440802585594179
GQjUj{	8	6	3	5.0	4.0	0.245	1.0	152	1	10.377711293165211
GQjUn{	8	7	3	5.25	4.142857142857143	0.165	0.875	143	1	11.526279441628825
GQjVrw	8	5	4	4.5	4.0	0.115	0.9550000000000001	169	1	8.953627914727
GQjVvw	8	6	4	5.0	4.166666666666667	0.24	1.0	153	1	10.440802585594179
GQjVvs	8	6	3	5.25	4.333333333333333	0.255	1.0	150	1	11.16515138991168
GQjVvk	8	6	3	5.0	4.333333333333333	0.255	0.975	145	1	11.09903581871116
GQjVv[	8	6	3	5.25	4.333333333333333	0.255	1.0	150	1	11.09903581871116
GQjVr{	8	6	4	5.0	4.333333333333333	0.26	1.0	149	1	11.029864978971808
GQjVv{	8	7	4	5.5	4.428571428571429	0.23	1.0	155	1	12.005757504860554
GQjVnw	8	6	3	5.0	4.166666666666667	0.23	0.855	126	1	10.51283745216534
GQjVnk	8	6	2	5.25	4.5	0.245	0.76	104	1	11.289010404005062
GQjVn[	8	6	3	5.0	4.5	0.255	0.89	128	1	11.16515138991168
GQjVm{	8	6	3	5.25	4.5	0.255	0.9400000000000001	138	1	11.16515138991168
GQjVn{	8	7	3	5.5	4.428571428571429	0.225	0.8300000000000001	122	1	12.071977466074912
GQjV~w	8	6	4	5.25	4.333333333333333	0.21	1.0	159	1	10.635475005547093
GQjV~{	8	7	4	5.75	4.714285714285714	0.225	1.0	156	1	12.80964776708681
GQinTw	8	5	2	5.0	3.0	0.27	0.665	80	1	9.779571911772187
GQinVc	8	5	2	4.666666666666667	4.0	0.28	0.66	77	1	9.651500150000295
GQinTs	8	5	2	5.0	3.5	0.27	0.62	71	1	9.779571911772187
GQinVw	8	6	2	5.25	4.0	0.23	0.54	63	1	10.453079051715148
GQinVs	8	6	2	5.0	4.166666666666667	0.23	0.52	59	1	10.51283745216534
GQinVk	8	6	2	5.0	4.0	0.23	0.54	63	1	10.453079051715148
GQinT{	8	6	2	5.25	3.5	0.21	0.525	64	1	10.635475005547093
GQinV{	8	7	2	5.5	4.142857142857143	0.15	0.47000000000000003	65	1	11.594850810695844
GQil^w	8	6	2	5.0	4.0	0.22	0.5750000000000001	72	1	10.524474568362947
GQil^{	8	7	2	5.4	4.142857142857143	0.135	0.495	73	1	11.660091369622808
GQinvw	8	6	3	5.25	4.166666666666667	0.215	0.9550000000000001	149	1	10.581163303210332
GQinvs	8	6	3	5.0	4.5	0.255	0.89	128	1	11.16515138991168
GQinvk	8	6	3	5.0	4.333333333333333	0.26	0.9450000000000001	138	1	11.029864978971808
GQinv[	8	6	2	5.25	4.333333333333333	0.255	0.59	68	1	11.16515138991168
GQinv{	8	7	3	5.5	4.428571428571429	0.23	0.81	117	1	12.005757504860554
GQin^w	8	6	2	5.2	4.166666666666667	0.2	0.54	69	1	10.646065486600047
GQin\{	8	6	2	5.4	4.0	0.245	0.5650000000000001	65	1	11.289010404005062
GQin^{	8	7	2	5.6	4.428571428571429	0.22	0.5	57	1	12.13544635066817
GQin~w	8	6	3	5.4	4.333333333333333	0.18	0.84	133	1	10.756993291469929
GQin~{	8	7	3	5.8	4.714285714285714	0.225	0.855	127	1	12.80964776708681
GQjvfg	8	5	2	5.0	4.2	0.27	0.595	66	1	9.779571911772187
GQjvfK	8	5	2	5.0	4.4	0.27	0.56	59	1	9.779571911772187
GQjvek	8	5	2	4.75	4.2	0.275	0.605	67	1	9.71722460186015
GQjve[	8	5	3	4.666666666666667	4.2	0.28	0.805	106	1	9.651500150000295
GQjvd[	8	5	3	5.0	4.2	0.27	0.71	89	1	9.779571911772187
GQjva{	8	5	3	4.75	4.2	0.29	0.9500000000000001	133	1	9.508725083591248
GQjvfw	8	6	3	5.333333333333333	4.333333333333333	0.225	0.715	99	1	10.570020739441215
GQjvfk	8	6	2	5.0	4.6	0.22	0.66	89	1	10.67731379217597
GQjvf[	8	6	3	5.333333333333333	4.5	0.22	0.66	89	1	10.624795462745395
GQjve{	8	6	3	5.0	4.333333333333333	0.23500000000000001	0.74	102	1	10.501097383068725
GQjvf{	8	7	3	5.666666666666667	4.428571428571429	0.155	0.645	99	1	11.623204279555777
GQjuvo	8	5	4	4.5	4.2	0.29	1.0	143	1	9.508725083591248
GQjuvg	8	5	3	4.5	4.0	0.28	1.0	145	1	9.651500150000295
GQjuuw	8	5	3	4.666666666666667	4.2	0.28500000000000003	0.895	123	1	9.582108683804478
GQjurw	8	5	4	4.5	4.0	0.29	1.0	143	1	9.508725083591248
GQjuvK	8	5	3	4.666666666666667	4.0	0.275	0.835	113	1	9.71722460186015
GQjuuk	8	5	3	4.75	4.2	0.28	1.0	145	1	9.651500150000295
GQjurk	8	5	3	4.75	4.0	0.28500000000000003	1.0	144	1	9.582108683804478
GQjut[	8	5	3	4.75	4.0	0.27	1.0	147	1	9.779571911772187
GQjur[	8	5	3	4.666666666666667	4.0	0.29	1.0	143	1	9.508725083591248
GQjuvw	8	6	4	5.0	4.25	0.23500000000000001	1.0	154	1	10.501097383068725
GQjuvk	8	6	3	5.0	4.4	0.23500000000000001	1.0	154	1	10.5587818790262
GQjuv[	8	6	3	5.0	4.4	0.22	1.0	157	1	10.624795462745395
GQjur{	8	6	4	5.0	4.333333333333333	0.245	1.0	152	1	10.428414319368223
GQjuv{	8	7	4	5.25	4.428571428571429	0.155	1.0	170	1	11.623204279555777
GQjvvw	8	6	4	5.25	4.4	0.21	1.0	159	1	10.687559162994305
GQjvvs	8	6	4	5.5	4.5	0.245	1.0	152	1	11.289010404005062
GQjvvk	8	6	3	5.333333333333333	4.5	0.245	0.88	128	1	11.289010404005062
GQjvv{	8	7	4	5.75	4.714285714285714	0.22	1.0	157	1	12.179192507254719
GQjvnk	8	6	2	5.5	5.0	0.23	0.7000000000000001	95	1	11.50789145920377
