g6	n	Delta	delta	maxm	minm	alo	ahi	nok	interval	L
FCvvw	7	6	2	5.5	3.6666666666666665	0.27	0.47500000000000003	42	1	9.940689230447536
FCu~w	7	6	2	5.5	3.6666666666666665	0.27	0.5	47	1	10.061206537948127
FCv~w	7	6	2	6.0	4.0	0.28	0.535	52	1	10.717797887081348
FC~vo	7	5	3	4.666666666666667	3.5	0.32	1.0	137	1	9.167176644441769
FC~vW	7	5	3	5.0	3.6	0.32	0.725	82	1	9.167176644441769
FC~uw	7	5	2	5.0	3.6	0.31	0.63	65	1	9.260712686640943
FC~vw	7	6	3	5.333333333333333	4.0	0.275	0.71	88	1	10.12403840463596
FC~~w	7	6	3	6.0	4.333333333333333	0.26	0.79	107	1	11.029864978971808
FErvo	7	5	2	4.5	3.4	0.25	0.5650000000000001	64	1	8.64604654215744
FErvg	7	5	2	5.0	3.8	0.32	0.56	49	1	9.167176644441769
FErvW	7	5	2	5.0	3.6	0.335	0.56	46	1	8.9602043392737
FErtw	7	5	2	5.0	3.6	0.335	0.56	46	1	8.9602043392737
FErvw	7	6	2	5.5	3.6666666666666665	0.28500000000000003	0.48	40	1	9.961865632364445
FEr~o	7	5	2	5.0	3.6	0.195	0.525	67	1	8.818638218918338
FEr~w	7	6	2	6.0	4.0	0.28	0.535	52	1	10.717797887081348
FEhf?	7	3	2	3.0	2.3333333333333335	0.5650000000000001	1.0	88	1	5.60555127546399
FEhe_	7	3	2	3.0	2.0	0.0	1.0	201	1	6.0
FEhd_	7	3	2	3.0	2.3333333333333335	0.53	0.835	62	1	5.819454842528923
FEhf_	7	4	2	3.3333333333333335	2.6666666666666665	0.25	1.0	151	1	6.8666426339228765
FEheo	7	4	2	3.3333333333333335	2.5	0.25	1.0	151	1	6.8666426339228765
FEhbo	7	4	2	3.0	3.0	0.38	1.0	125	1	6.69041575982343
FEhfo	7	5	2	3.6666666666666665	3.0	0.0	1.0	201	1	8.0
FEhfw	7	6	3	4.0	3.0	0.0	1.0	201	1	9.270291799999699
FEjf_	7	4	2	3.6666666666666665	3.0	0.43	0.73	61	1	7.2
FEjeo	7	4	2	3.6666666666666665	3.0	0.41000000000000003	1.0	119	1	7.349334969450372
FEjbo	7	4	3	3.3333333333333335	3.0	0.25	1.0	151	1	6.8666426339228765
FEjfG	7	4	2	3.5	3.0	0.38	0.93	111	1	7.606119105813881
FEjeg	7	4	2	3.6666666666666665	3.0	0.395	0.795	81	1	7.483983413001363
FEjdg	7	4	2	3.5	3.25	0.395	0.715	65	1	7.483983413001363
FEjfo	7	5	3	4.0	3.2	0.325	1.0	136	1	8.21825270205921
FEjfg	7	5	2	4.0	3.4	0.305	0.905	121	1	8.422207972711195
FEjfw	7	6	3	4.333333333333333	3.3333333333333335	0.185	1.0	164	1	9.512308740240623
FEiro	7	4	2	4.0	3.0	0.43	0.585	32	1	7.0709255283711
FEivo	7	5	2	4.5	3.2	0.265	0.5700000000000001	62	1	8.42034105174945
FEivg	7	5	2	4.5	3.4	0.28	0.535	52	1	8.538865096999384
FEivW	7	5	2	4.0	3.2	0.315	0.5750000000000001	53	1	8.321141869344027
FEivw	7	6	2	5.0	3.3333333333333335	0.08	0.56	97	1	9.807688518377255
FEhv?	7	3	2	3.0	2.6666666666666665	0.0	1.0	201	1	6.0
FEhuO	7	3	2	3.0	2.6666666666666665	0.0	1.0	201	1	6.0
FEhvO	7	4	3	3.3333333333333335	3.0	0.25	1.0	151	1	6.8666426339228765
FEhuo	7	4	2	3.6666666666666665	3.0	0.41000000000000003	1.0	119	1	7.349334969450372
FEhto	7	4	2	3.6666666666666665	3.0	0.43	0.73	61	1	7.2
FEhro	7	4	2	3.6666666666666665	3.0	0.43	0.73	61	1	7.2
FEhtg	7	4	2	4.0	3.0	0.395	0.645	51	1	7.483983413001363
FEhvo	7	5	3	4.0	3.2	0.325	1.0	136	1	8.21825270205921
FEhvg	7	5	2	4.333333333333333	3.0	0.305	1.0	140	1	8.422207972711195
FEhuw	7	5	2	4.333333333333333	3.3333333333333335	0.305	0.905	121	1	8.422207972711195
FEhtw	7	5	2	4.0	3.4	0.335	0.81	96	1	8.294695259168398
FEhvw	7	6	3	4.666666666666667	3.3333333333333335	0.145	1.0	172	1	9.615773105863909
FEjvo	7	5	3	4.333333333333333	3.4	0.28	0.975	140	1	8.538865096999384
FEjvg	7	5	2	4.666666666666667	3.5	0.32	0.885	114	1	9.167176644441769
FEjvW	7	5	3	4.333333333333333	3.6	0.335	1.0	134	1	8.9602043392737
FEjuw	7	5	2	4.666666666666667	3.6	0.325	0.65	66	1	9.067244579462773
FEjtw	7	5	2	4.5	3.6	0.325	0.615	59	1	9.067244579462773
FEjrw	7	5	3	4.666666666666667	3.6	0.335	1.0	134	1	8.9602043392737
FEjvw	7	6	3	5.0	3.6666666666666665	0.28500000000000003	1.0	144	1	9.961865632364445
FEj^o	7	5	2	4.5	3.4	0.25	0.5650000000000001	64	1	8.64604654215744
FEj\w	7	5	2	4.5	3.8	0.32	0.585	54	1	9.167176644441769
FEj^w	7	6	2	5.0	3.6666666666666665	0.27	0.52	51	1	10.061206537948127
FEh}o	7	4	2	4.0	3.25	0.38	0.6950000000000001	64	1	7.606119105813881
FEhzo	7	4	2	4.0	3.25	0.395	0.645	51	1	7.483983413001363
FEh~o	7	5	3	4.333333333333333	3.4	0.305	1.0	140	1	8.422207972711195
FEh}w	7	5	2	4.666666666666667	3.6	0.325	0.615	59	1	9.067244579462773
FEhzw	7	5	2	4.666666666666667	3.75	0.32	0.925	122	1	9.167176644441769
FEh~w	7	6	3	5.0	3.6666666666666665	0.28500000000000003	1.0	144	1	9.961865632364445
FEj~o	7	5	3	4.666666666666667	3.6	0.195	0.855	133	1	8.818638218918338
FEj~w	7	6	3	5.333333333333333	4.0	0.28	1.0	145	1	10.717797887081348
FEzf_	7	4	3	4.0	3.25	0.395	0.74	70	1	7.483983413001363
FEzfO	7	4	2	4.0	3.25	0.355	0.77	84	1	7.819507424745385
FEzeW	7	4	2	4.0	3.5	0.35000000000000003	0.665	64	1	7.819507424745385
FEzfo	7	5	3	4.333333333333333	3.6	0.275	1.0	146	1	8.625310320438224
FEzfW	7	5	2	4.333333333333333	3.75	0.265	0.79	106	1	8.706292490963914
FEzfw	7	6	3	4.666666666666667	3.6666666666666665	0.155	1.0	170	1	9.713283142871475
FEzV_	7	4	2	4.0	3.3333333333333335	0.365	0.6900000000000001	66	1	7.717486788127612
FEzVO	7	4	2	4.0	3.5	0.38	0.6	45	1	7.606119105813881
FEzTg	7	4	2	3.75	3.0	0.355	0.725	75	1	7.819507424745385
FEzPw	7	4	2	4.0	3.0	0.38	0.6	45	1	7.606119105813881
FEzVo	7	5	2	4.5	3.6	0.275	0.505	47	1	8.625310320438224
FEzVg	7	5	2	4.25	3.3333333333333335	0.24	0.56	65	1	8.725746708716358
FEzTw	7	5	2	4.5	3.5	0.24	0.53	59	1	8.725746708716358
FEzVw	7	6	2	5.0	3.6666666666666665	0.085	0.48	80	1	9.864232565619727
FEzvO	7	4	3	4.0	3.5	0.355	0.835	97	1	7.819507424745385
FEzvo	7	5	3	4.333333333333333	3.75	0.225	0.875	131	1	8.80062108964828
FEzvg	7	5	3	4.5	3.6666666666666665	0.305	1.0	140	1	9.348469228349535
FEzvw	7	6	3	5.0	4.0	0.265	0.835	115	1	10.213611546338575
FEzno	7	5	3	4.666666666666667	3.8	0.31	0.875	114	1	9.260712686640941
FEznW	7	5	2	5.0	4.0	0.29	0.78	99	1	9.508725083591248
FEznw	7	6	3	5.333333333333333	4.0	0.255	0.805	111	1	10.298020417975776
FEz~w	7	6	3	5.666666666666667	4.333333333333333	0.26	0.835	116	1	11.029864978971808
FEvvo	7	5	2	4.5	3.75	0.305	0.625	65	1	9.348469228349535
FEvvg	7	5	2	5.0	4.0	0.295	0.5700000000000001	56	1	9.430983258971988
FEvvW	7	5	2	5.0	3.8	0.32	0.56	49	1	9.167176644441769
FEvvw	7	6	2	5.5	4.0	0.245	0.495	51	1	10.377711293165211
FEu~o	7	5	2	5.0	3.8	0.29	0.66	75	1	9.508725083591248
FEu~g	7	5	2	5.0	3.8	0.295	0.5700000000000001	56	1	9.430983258971988
FEu|w	7	5	2	5.0	4.2	0.29	0.545	52	1	9.508725083591248
FEu~w	7	6	2	5.5	4.0	0.245	0.495	51	1	10.377711293165211
FEv~w	7	6	2	6.0	4.333333333333333	0.26	0.525	54	1	11.029864978971808
FEnf_	7	4	3	3.6666666666666665	3.3333333333333335	0.38	1.0	125	1	7.606119105813881
FEnbo	7	4	3	3.6666666666666665	3.0	0.38	1.0	125	1	7.606119105813881
FEndg	7	4	2	4.0	3.25	0.355	0.77	84	1	7.819507424745385
FEnbg	7	4	3	4.0	3.25	0.395	0.74	70	1	7.483983413001363
FEncw	7	4	2	4.0	3.0	0.0	0.72	145	1	8.0
FEnaw	7	4	2	4.0	3.0	0.365	0.735	75	1	7.717486788127612
FEnfo	7	5	3	4.0	3.3333333333333335	0.275	1.0	146	1	8.625310320438224
FEnfg	7	5	3	4.333333333333333	3.6	0.275	1.0	146	1	8.625310320438224
FEnew	7	5	2	4.333333333333333	3.5	0.225	0.84	124	1	8.80062108964828
FEnbw	7	5	3	4.333333333333333	3.5	0.3	0.88	117	1	8.516332176463505
FEnfw	7	6	3	4.666666666666667	3.6666666666666665	0.12	1.0	177	1	9.80894306783797
FEnvo	7	5	3	4.666666666666667	3.75	0.31	0.875	114	1	9.260712686640941
FEnvg	7	5	3	5.0	4.0	0.305	0.8250000000000001	105	1	9.348469228349535
FEnvW	7	5	3	4.666666666666667	3.8	0.32	1.0	137	1	9.167176644441769
FEnvw	7	6	3	5.333333333333333	4.0	0.255	0.805	111	1	10.298020417975776
FEl~o	7	5	3	5.0	3.8	0.305	0.8250000000000001	105	1	9.348469228349535
FEl}w	7	5	2	5.0	4.0	0.29	0.585	60	1	9.508725083591248
FEl~w	7	6	3	5.333333333333333	4.0	0.255	0.805	111	1	10.298020417975776
FEn~w	7	6	3	5.666666666666667	4.333333333333333	0.26	0.835	116	1	11.029864978971808
FE~vo	7	5	3	4.75	4.0	0.28500000000000003	0.895	123	1	9.582108683804478
FE~vW	7	5	3	5.0	4.0	0.295	0.745	91	1	9.430983258971988
FE~uw	7	5	2	5.0	4.0	0.27	0.635	74	1	9.779571911772187
FE~tw	7	5	3	5.0	4.0	0.28	0.745	94	1	9.651500150000295
FE~vw	7	6	3	5.333333333333333	4.333333333333333	0.225	0.715	99	1	10.570020739441215
FE~~w	7	6	3	6.0	4.666666666666667	0.245	0.73	98	1	11.289010404005062
FFzf_	7	4	3	4.0	3.5	0.0	1.0	201	1	8.0
FFzeo	7	4	3	4.0	3.6666666666666665	0.34	1.0	133	1	7.913352850581798
FFzfo	7	5	3	4.25	4.0	0.20500000000000002	1.0	160	1	8.871107713616576
FFzfw	7	6	4	4.5	4.0	0.065	1.0	188	1	9.926129535388927
FFzvO	7	4	4	4.0	4.0	0.0	1.0	201	1	8.0
FFzvo	7	5	4	4.5	4.2	0.29	1.0	143	1	9.508725083591248
FFzvg	7	5	3	4.5	4.0	0.28	1.0	145	1	9.651500150000295
FFzvw	7	6	4	5.0	4.333333333333333	0.23500000000000001	1.0	154	1	10.501097383068725
FFz~o	7	5	4	5.0	4.4	0.28	1.0	145	1	9.651500150000295
FFz~w	7	6	4	5.5	4.666666666666667	0.245	1.0	152	1	11.289010404005062
FF~~w	7	6	4	6.0	5.0	0.23	1.0	155	1	11.50789145920377
FQhV?	7	3	2	3.0	2.3333333333333335	0.53	0.835	62	1	5.819454842528923
FQhV_	7	4	2	3.0	3.0	0.38	1.0	125	1	6.69041575982343
FQhVO	7	4	2	3.3333333333333335	2.5	0.25	1.0	151	1	6.8666426339228765
FQhVo	7	5	2	3.6666666666666665	3.0	0.0	1.0	201	1	8.0
FQhVw	7	6	3	4.0	3.0	0.0	1.0	201	1	9.270291799999699
FQjdo	7	4	2	4.0	2.5	0.38	0.845	94	1	7.606119105813881
FQjdg	7	4	2	4.0	3.0	0.38	0.6	45	1	7.606119105813881
FQjfo	7	5	2	4.333333333333333	3.2	0.305	0.58	56	1	8.33573933494379
FQjfg	7	5	2	4.0	3.4	0.28	0.5700000000000001	59	1	8.538865096999384
FQjew	7	5	2	4.0	3.2	0.315	0.5750000000000001	53	1	8.321141869344027
FQjdw	7	5	2	4.333333333333333	3.0	0.28	0.615	68	1	8.538865096999384
FQjfw	7	6	2	4.666666666666667	3.3333333333333335	0.12	0.5650000000000001	90	1	9.71293470101541
FQjR_	7	3	2	3.0	2.6666666666666665	0.0	1.0	201	1	6.0
FQjV_	7	4	2	3.5	3.0	0.43	0.73	61	1	7.2
FQjVO	7	4	2	3.6666666666666665	3.0	0.41000000000000003	1.0	119	1	7.349334969450372
FQjRo	7	4	3	3.3333333333333335	3.0	0.25	1.0	151	1	6.8666426339228765
FQjVG	7	4	2	3.5	3.25	0.395	0.715	65	1	7.483983413001363
FQjUg	7	4	2	3.6666666666666665	3.0	0.38	1.0	125	1	7.606119105813881
FQjVo	7	5	3	4.0	3.2	0.325	1.0	136	1	8.21825270205921
FQjVg	7	5	2	4.0	3.4	0.305	0.905	121	1	8.422207972711195
FQjVw	7	6	3	4.333333333333333	3.3333333333333335	0.185	1.0	164	1	9.512308740240623
FQino	7	5	2	4.0	3.2	0.28500000000000003	0.675	79	1	8.446359868604572
FQinw	7	6	2	4.5	3.3333333333333335	0.15	0.585	88	1	9.679760634567677
FQjvo	7	5	3	4.333333333333333	3.4	0.28	0.975	140	1	8.538865096999384
FQjvg	7	5	2	4.333333333333333	3.8	0.32	0.84	105	1	9.167176644441769
FQjvW	7	5	2	4.333333333333333	3.6	0.325	0.65	66	1	9.067244579462773
FQjuw	7	5	3	4.333333333333333	3.6	0.335	1.0	134	1	8.9602043392737
FQjvw	7	6	3	4.666666666666667	3.6666666666666665	0.28500000000000003	1.0	144	1	9.961865632364445
FQjno	7	5	2	4.25	3.4	0.25	0.605	72	1	8.64604654215744
FQjlw	7	5	2	4.5	3.5	0.32	0.645	66	1	9.167176644441769
FQjnw	7	6	2	4.75	3.6666666666666665	0.27	0.545	56	1	10.061206537948127
FQj~o	7	5	3	4.5	3.6	0.195	0.8250000000000001	127	1	8.818638218918338
FQj~w	7	6	3	5.0	4.0	0.28	1.0	145	1	10.717797887081348
FQzV_	7	4	3	3.6666666666666665	3.25	0.395	1.0	122	1	7.483983413001363
FQzVO	7	4	2	4.0	3.25	0.355	0.835	97	1	7.819507424745385
FQzUo	7	4	2	4.0	3.25	0.365	0.635	55	1	7.717486788127612
FQzTo	7	4	3	4.0	3.3333333333333335	0.38	0.915	108	1	7.606119105813881
FQzUW	7	4	2	4.0	3.5	0.35000000000000003	0.665	64	1	7.819507424745385
FQzVo	7	5	3	4.333333333333333	3.6	0.275	1.0	146	1	8.625310320438224
FQzVW	7	5	2	4.333333333333333	3.75	0.265	0.79	106	1	8.706292490963914
FQzVw	7	6	3	4.666666666666667	3.6666666666666665	0.155	1.0	170	1	9.713283142871475
FQyv_	7	4	3	3.6666666666666665	3.3333333333333335	0.38	1.0	125	1	7.606119105813881
FQyvO	7	4	2	3.75	3.0	0.355	1.0	130	1	7.819507424745385
FQyuo	7	4	3	3.6666666666666665	3.3333333333333335	0.38	1.0	125	1	7.606119105813881
FQyuW	7	4	2	4.0	3.25	0.355	0.835	97	1	7.819507424745385
FQytW	7	4	2	4.0	3.0	0.0	0.845	170	1	8.0
FQyqw	7	4	3	3.6666666666666665	3.25	0.395	1.0	122	1	7.483983413001363
FQyvo	7	5	3	4.0	3.6	0.275	1.0	146	1	8.625310320438224
FQyvW	7	5	2	4.25	3.5	0.225	0.895	135	1	8.80062108964828
FQyuw	7	5	3	4.0	3.6	0.275	1.0	146	1	8.625310320438224
FQyvw	7	6	3	4.5	3.6666666666666665	0.12	1.0	177	1	9.80894306783797
FQzvO	7	4	2	4.0	3.5	0.0	0.72	145	1	8.0
FQzuo	7	4	3	4.0	3.5	0.355	0.835	97	1	7.819507424745385
FQzvo	7	5	3	4.333333333333333	3.75	0.225	0.875	131	1	8.80062108964828
FQzvg	7	5	3	4.666666666666667	4.0	0.305	0.93	126	1	9.348469228349535
FQzvw	7	6	3	5.0	4.0	0.265	0.835	115	1	10.213611546338575
FQzno	7	5	2	4.5	3.8	0.305	0.625	65	1	9.348469228349535
FQzmw	7	5	2	4.666666666666667	4.0	0.29	0.61	65	1	9.508725083591248
FQzlw	7	5	2	4.75	4.0	0.29	0.635	70	1	9.508725083591248
FQznw	7	6	2	5.0	4.0	0.245	0.51	54	1	10.377711293165211
FQz^o	7	5	3	4.666666666666667	3.8	0.31	0.875	114	1	9.260712686640941
FQz^w	7	6	3	5.0	4.0	0.255	0.885	127	1	10.298020417975776
FQy~o	7	5	3	4.5	3.8	0.31	0.995	138	1	9.260712686640941
FQy}w	7	5	3	4.666666666666667	4.0	0.305	0.93	126	1	9.348469228349535
FQy~w	7	6	3	5.0	4.0	0.255	0.975	145	1	10.298020417975776
FQz~w	7	6	3	5.333333333333333	4.333333333333333	0.26	0.89	127	1	11.029864978971808
FQ~vo	7	5	4	4.5	4.0	0.29	1.0	143	1	9.508725083591248
FQ~vW	7	5	3	4.75	4.0	0.29	1.0	143	1	9.508725083591248
FQ~vw	7	6	4	5.0	4.333333333333333	0.245	1.0	152	1	10.428414319368223
FQ~~w	7	6	4	5.5	4.666666666666667	0.245	1.0	152	1	11.289010404005062
FUZv_	7	4	2	4.0	3.5	0.0	0.72	145	1	8.0
FUZvo	7	5	3	4.333333333333333	3.8	0.225	0.875	131	1	8.80062108964828
FUZvg	7	5	2	4.5	4.0	0.29	0.905	124	1	9.508725083591248
FUZvW	7	5	3	4.333333333333333	4.0	0.305	1.0	140	1	9.348469228349535
FUZuw	7	5	3	4.5	4.0	0.305	1.0	140	1	9.348469228349535
FUZvw	7	6	3	4.75	4.0	0.255	0.975	145	1	10.298020417975776
FUZ~o	7	5	4	4.5	4.0	0.115	0.9550000000000001	169	1	8.953627914727
FUZ~w	7	6	4	5.0	4.333333333333333	0.26	1.0	149	1	11.029864978971808
FUxv_	7	4	3	4.0	3.5	0.34	0.92	117	1	7.913352850581798
FUxvO	7	4	3	4.0	3.5	0.0	1.0	201	1	8.0
FUxuo	7	4	3	4.0	3.6666666666666665	0.34	1.0	133	1	7.913352850581798
FUxvo	7	5	3	4.25	4.0	0.20500000000000002	1.0	160	1	8.871107713616576
FUxvw	7	6	4	4.5	4.0	0.065	1.0	188	1	9.926129535388927
FUzro	7	4	4	4.0	4.0	0.0	1.0	201	1	8.0
FUzvo	7	5	4	4.5	4.2	0.29	1.0	143	1	9.508725083591248
FUzvW	7	5	3	4.75	4.2	0.28500000000000003	0.895	123	1	9.582108683804478
FUzvw	7	6	4	5.0	4.333333333333333	0.23500000000000001	1.0	154	1	10.501097383068725
FUz^o	7	5	3	5.0	4.2	0.29	0.78	99	1	9.508725083591248
FUz]w	7	5	2	5.0	4.2	0.27	0.595	66	1	9.779571911772187
FUz^w	7	6	3	5.333333333333333	4.333333333333333	0.225	0.715	99	1	10.570020739441215
FUz~w	7	6	4	5.5	4.666666666666667	0.245	1.0	152	1	11.289010404005062
FU~vo	7	5	4	4.75	4.5	0.27	1.0	147	1	9.779571911772187
FU~vW	7	5	4	5.0	4.4	0.27	1.0	147	1	9.779571911772187
FU~vw	7	6	4	5.25	4.666666666666667	0.20500000000000002	1.0	160	1	10.737552722942901
FU~~w	7	6	4	5.75	5.0	0.23	1.0	155	1	11.50789145920377
FTzvo	7	5	3	4.75	4.2	0.28	1.0	145	1	9.651500150000295
FTzvg	7	5	3	5.0	4.333333333333333	0.28	0.88	121	1	9.651500150000295
FTzvW	7	5	3	5.0	4.2	0.28	0.745	94	1	9.651500150000295
FTzvw	7	6	3	5.25	4.333333333333333	0.225	0.765	109	1	10.570020739441215
FTznw	7	6	3	5.333333333333333	4.333333333333333	0.225	0.715	99	1	10.570020739441215
FTz~w	7	6	3	5.666666666666667	4.666666666666667	0.245	0.765	105	1	11.289010404005062
FTnvo	7	5	2	5.0	4.2	0.27	0.615	70	1	9.779571911772187
FTnvg	7	5	2	5.0	4.4	0.27	0.56	59	1	9.779571911772187
FTnvw	7	6	2	5.5	4.333333333333333	0.21	0.48	55	1	10.635475005547093
FTn~w	7	6	2	6.0	4.666666666666667	0.245	0.515	55	1	11.289010404005062
FT~~w	7	6	3	6.0	5.0	0.23	0.68	91	1	11.50789145920377
FV~~w	7	6	4	6.0	5.333333333333333	0.22	0.865	130	1	11.695359714832659
F]zno	7	5	3	5.0	4.4	0.26	0.75	99	1	9.895146188218007
F]znW	7	5	2	5.0	4.4	0.0	0.595	120	1	10.0
F]zlw	7	5	3	4.8	4.5	0.26	0.805	110	1	9.895146188218007
F]znw	7	6	3	5.333333333333333	4.666666666666667	0.185	0.655	95	1	10.794961702665416
F]y~w	7	6	4	5.0	4.666666666666667	0.20500000000000002	1.0	160	1	10.737552722942901
F]z~w	7	6	4	5.5	5.0	0.23	1.0	155	1	11.50789145920377
F]~vo	7	5	4	5.0	4.8	0.0	1.0	201	1	10.0
F]~vw	7	6	5	5.2	5.0	0.165	1.0	168	1	10.884884719037622
F]~~w	7	6	5	5.6	5.333333333333333	0.22	1.0	157	1	11.695359714832659
F^~~w	7	6	5	6.0	5.666666666666667	0.21	1.0	159	1	11.857812667536106
F~~~w	7	6	6	6.0	6.0	0.0	1.0	201	1	12.0
G??F~w	8	6	2	6.0	2.0	0.0	1.0	201	1	9.745966692414834
G??F~{	8	7	2	7.0	2.7142857142857144	0.225	0.935	143	1	11.324225247739795
G?ABvw	8	6	2	5.0	2.0	0.0	1.0	201	1	9.521398046336104
G?ABv{	8	7	2	6.0	2.4285714285714284	0.1	1.0	181	1	11.1336591141535
G?AFrw	8	5	2	5.0	2.0	0.0	1.0	201	1	8.25642526870234
G?AFvw	8	6	2	5.5	2.1666666666666665	0.0	1.0	201	1	9.67831503255307
G?AFr{	8	6	2	6.0	2.6666666666666665	0.245	0.9400000000000001	140	1	9.864232565619727
G?AFv{	8	7	2	6.5	2.7142857142857144	0.18	0.96	157	1	11.256885139215035
G?AF~w	8	6	2	6.0	2.3333333333333335	0.0	0.96	193	1	9.807688518377255
G?AF~{	8	7	2	7.0	3.0	0.25	0.715	94	1	11.359487165438072
G?B@vo	8	5	2	4.0	2.0	0.0	1.0	201	1	7.944184833375669
G?B@vw	8	6	2	4.5	2.0	0.0	1.0	201	1	9.429670248402683
G?B@vs	8	6	2	5.0	2.0	0.07	1.0	187	1	9.603826787755086
G?B@v{	8	7	2	5.5	2.4285714285714284	0.0	1.0	201	1	11.041446109320553
G?BDro	8	4	2	4.0	2.0	0.0	1.0	201	1	6.760952285695233
G?BDvo	8	5	2	4.5	2.2	0.0	1.0	201	1	8.174091267957952
G?BDrw	8	5	2	4.5	2.0	0.0	1.0	201	1	8.174091267957952
G?BDrs	8	5	2	5.0	2.0	0.27	0.9400000000000001	135	1	8.399013081800398
G?BDvw	8	6	2	5.0	2.25	0.0	1.0	201	1	9.603826787755086
G?BDvs	8	6	2	5.5	2.5	0.18	0.97	159	1	9.777518622180686
G?BDr{	8	6	2	5.5	2.6666666666666665	0.17500000000000002	0.97	160	1	9.777518622180686
G?BDv{	8	7	2	6.0	2.7142857142857144	0.105	0.985	177	1	11.181235318148268
G?B@~o	8	5	2	4.5	2.0	0.0	1.0	201	1	8.114295984380817
G?B@~w	8	6	2	5.0	2.3333333333333335	0.075	1.0	186	1	9.603826787755086
G?B@~s	8	6	2	5.5	2.5	0.17500000000000002	1.0	166	1	9.745966692414834
G?B@~{	8	7	2	6.0	2.7142857142857144	0.11	0.985	176	1	11.181235318148268
G?BFvo	8	5	2	5.0	2.4	0.0	1.0	201	1	8.354398349047562
G?BFvw	8	6	2	5.5	2.4	0.0	1.0	201	1	9.745966692414834
G?BFvs	8	6	2	6.0	3.0	0.28	0.68	81	1	9.916228058025279
G?BFv{	8	7	2	6.5	3.0	0.195	0.725	107	1	11.29629241319242
G?BD~o	8	5	2	5.0	2.2	0.0	1.0	201	1	8.354398349047562
G?BDzw	8	5	2	5.0	2.4	0.17	0.77	121	1	8.354398349047562
G?BD~w	8	6	2	5.5	2.5	0.06	0.87	163	1	9.745966692414834
G?BD~s	8	6	2	6.0	2.8333333333333335	0.265	0.68	84	1	9.916228058025279
G?BDz{	8	6	2	6.0	3.0	0.28	0.68	81	1	9.916228058025279
G?BD~{	8	7	2	6.5	3.0	0.2	0.725	106	1	11.29629241319242
G?BF~w	8	6	2	6.0	2.6666666666666665	0.04	0.9400000000000001	181	1	9.864232565619727
G?BF~{	8	7	2	7.0	3.2857142857142856	0.275	0.59	64	1	11.392668535736915
G?Bcro	8	4	2	3.5	2.0	0.0	1.0	201	1	6.552721463835969
G?Bcvo	8	5	2	4.0	2.2	0.0	1.0	201	1	8.016107411532541
G?Bcrw	8	5	2	4.5	2.0	0.165	1.0	168	1	8.22989519999322
G?Bcvw	8	6	2	5.0	2.3333333333333335	0.07	1.0	187	1	9.64198926981712
G?Bcr{	8	6	2	5.0	2.6666666666666665	0.065	1.0	188	1	9.67831503255307
G?Bcv{	8	7	2	5.5	2.7142857142857144	0.0	1.0	201	1	11.095627234149864
G?Beto	8	4	2	4.0	2.25	0.11	1.0	179	1	6.849742261192857
G?Bepw	8	4	2	4.0	2.0	0.31	0.935	126	1	6.930283187372943
G?Bevo	8	5	2	4.5	2.4	0.0	1.0	201	1	8.22989519999322
G?Betw	8	5	2	4.5	2.25	0.18	0.985	162	1	8.282100662389482
G?Bets	8	5	2	5.0	2.3333333333333335	0.295	0.75	92	1	8.441054221723295
G?Bevw	8	6	2	5.0	2.5	0.075	1.0	186	1	9.67831503255307
G?Bevs	8	6	2	5.5	2.6666666666666665	0.195	0.805	123	1	9.807688518377255
G?Bet{	8	6	2	5.5	3.0	0.19	0.6950000000000001	102	1	9.836565874532182
G?Bev{	8	7	2	6.0	3.0	0.115	0.735	125	1	11.225568335398698
G?Bc~o	8	5	2	4.5	2.2	0.0	1.0	201	1	8.174091267957952
G?Bczw	8	5	2	5.0	2.6	0.28500000000000003	0.635	71	1	8.48074069840786
G?Bc~w	8	6	2	5.5	2.6666666666666665	0.2	0.79	119	1	9.777518622180686
G?Bcz{	8	6	2	5.5	3.0	0.21	0.6950000000000001	98	1	9.836565874532182
G?Bc~{	8	7	2	6.0	3.0	0.125	0.735	123	1	11.225568335398698
G?Bfvo	8	5	2	5.0	2.6	0.0	0.9400000000000001	189	1	8.399013081800398
G?Bfvw	8	6	2	5.5	2.6	0.05	0.805	152	1	9.807688518377255
G?Bfvs	8	6	2	6.0	3.0	0.295	0.605	63	1	9.940689230447536
G?Bfv{	8	7	2	6.5	3.2857142857142856	0.21	0.595	78	1	11.333246436856518
G?Be~o	8	5	2	5.0	2.4	0.165	0.75	118	1	8.441054221723295
G?Be~w	8	6	2	5.5	2.8333333333333335	0.225	0.665	89	1	9.807688518377255
G?Be~s	8	6	2	6.0	3.0	0.295	0.55	52	1	9.964205637009346
G?Be|{	8	6	2	6.0	3.3333333333333335	0.32	0.55	47	1	9.964205637009346
G?Be~{	8	7	2	6.5	3.2857142857142856	0.225	0.595	75	1	11.333246436856518
G?Bf~w	8	6	2	6.0	3.0	0.24	0.68	89	1	9.916228058025279
G?Bf~{	8	7	2	7.0	3.5714285714285716	0.295	0.525	47	1	11.499473669630333
G?BvUo	8	4	2	4.0	2.5	0.075	0.9500000000000001	176	1	6.945860740208772
G?BvVo	8	5	2	4.5	2.6	0.0	0.985	198	1	8.282100662389482
G?BvUw	8	5	2	5.0	2.5	0.325	0.635	63	1	8.48074069840786
G?BvS{	8	5	2	5.0	2.8	0.32	0.52	41	1	8.590035768383313
