BEST n=30 hc=4056 edges: 0-5 0-6 0-8 0-16 1-4 1-6 1-13 1-28 2-14 2-15 2-24 2-27 3-9 3-21 3-22 3-23 4-6 4-7 4-16 5-8 5-11 5-19 6-28 7-18 7-25 7-29 8-10 8-16 9-14 9-20 9-24 10-11 10-19 10-26 11-19 11-26 12-13 12-22 12-24 12-27 13-22 13-28 14-15 14-21 15-21 15-27 16-20 17-18 17-20 17-25 17-29 18-25 18-29 19-26 20-26 21-23 22-23 23-27 24-28 25-29
BEST n=30 hc=3456 edges: 0-5 0-8 0-16 0-19 1-14 1-21 1-27 1-28 2-9 2-10 2-11 2-23 3-12 3-13 3-22 3-24 4-10 4-13 4-18 4-24 5-16 5-19 5-26 6-14 6-21 6-27 6-28 7-17 7-18 7-25 7-29 8-11 8-16 8-19 9-14 9-15 9-27 10-11 10-26 11-26 12-15 12-23 12-24 13-22 13-24 14-28 15-23 15-27 16-19 17-20 17-25 17-29 18-25 18-29 20-21 20-22 20-26 21-28 22-23 25-29
BEST n=30 hc=3312 edges: 0-5 0-8 0-16 0-19 1-14 1-21 1-27 1-28 2-9 2-10 2-11 2-23 3-12 3-13 3-22 3-24 4-10 4-15 4-18 4-24 5-16 5-19 5-26 6-14 6-21 6-27 6-28 7-17 7-18 7-25 7-29 8-11 8-16 8-19 9-14 9-23 9-27 10-11 10-26 11-26 12-13 12-15 12-24 13-22 13-24 14-28 15-23 15-27 16-19 17-20 17-25 17-29 18-25 18-29 20-21 20-22 20-26 21-28 22-23 25-29
BEST n=30 hc=2304 edges: 0-8 0-11 0-16 0-19 1-6 1-14 1-21 1-28 2-9 2-18 2-22 2-23 3-12 3-13 3-22 3-24 4-10 4-15 4-24 4-26 5-8 5-16 5-19 5-26 6-14 6-27 6-28 7-17 7-18 7-25 7-29 8-16 8-19 9-21 9-23 9-27 10-11 10-20 10-26 11-20 11-26 12-13 12-15 12-24 13-22 13-24 14-20 14-28 15-23 15-27 16-19 17-20 17-25 17-29 18-25 18-29 21-27 21-28 22-23 25-29
BEST n=30 hc=1152 edges: 0-8 0-11 0-16 0-19 1-6 1-14 1-21 1-28 2-9 2-22 2-23 2-27 3-12 3-13 3-22 3-24 4-10 4-15 4-24 4-26 5-8 5-16 5-19 5-26 6-14 6-27 6-28 7-17 7-18 7-25 7-29 8-16 8-19 9-21 9-23 9-27 10-11 10-20 10-26 11-20 11-26 12-13 12-15 12-24 13-22 13-24 14-20 14-28 15-18 15-23 16-19 17-20 17-25 17-29 18-25 18-29 21-27 21-28 22-23 25-29
BEST n=30 hc=288 edges: 0-8 0-11 0-16 0-19 1-6 1-14 1-21 1-28 2-9 2-22 2-23 2-27 3-12 3-13 3-22 3-24 4-10 4-15 4-24 4-26 5-8 5-16 5-19 5-26 6-14 6-27 6-28 7-17 7-20 7-25 7-29 8-16 8-19 9-21 9-23 9-27 10-11 10-20 10-26 11-20 11-26 12-13 12-15 12-24 13-22 13-23 14-20 14-28 15-18 15-24 16-19 17-18 17-25 17-29 18-25 18-29 21-27 21-28 22-23 25-29
BEST n=30 hc=144 edges: 0-5 0-8 0-16 0-26 1-2 1-21 1-22 1-24 2-14 2-21 2-28 3-6 3-10 3-12 3-23 4-11 4-15 4-20 4-26 5-8 5-16 5-19 6-9 6-23 6-27 7-17 7-18 7-25 7-29 8-16 8-19 9-13 9-23 9-27 10-11 10-12 10-15 11-12 11-15 12-17 13-22 13-24 13-27 14-21 14-22 14-28 15-26 16-19 17-18 17-25 18-25 18-29 19-20 20-28 20-29 21-28 22-24 23-26 24-27 25-29
restart: it_total=60000 best_ever=144 elapsed=25322s
restart: it_total=62485 best_ever=144 elapsed=28801s
DONE n=30 best_ever=144 it_total=62485
